"File"	"Group"	"X."	"duration"	"interval"	"disttomax"	"start.time"	"end.time"	"peak.freq.start."	"peak.ampl.start."	"min.freq.start."	"max.freq.start."	"bandw.start."	"peak.freq.end."	"peak.ampl.end."	"min.freq.end."	"max.freq.end."	"bandw.end."	"peak.freq.centre."	"peak.ampl.centre."	"min.freq.centre."	"max.freq.centre."	"bandw.centre."	"peak.freq.max."	"peak.ampl.max."	"min.freq.max."	"max.freq.max."	"bandw.max."	"Especie"
"1147"	"2020-02-29 23-37-38"	3	1	0.00045	"_"	2e-04	0.01132	0.01177	85000	-34.59	74000	132800	58700	117800	-34.3	70000	132100	62100	117500	-31.82	71200	132500	61200	117500	-31.82	71200	132500	61200	"Rhynophylla alethina"
"1148"	"2020-02-29 23-37-38"	3	2	6e-04	"1.9050000000000001E-2"	3e-04	0.03037	0.03097	87800	-32.49	76500	129300	52800	121200	-36.17	69600	147500	77800	86500	-23.54	72100	133400	61200	86500	-23.54	72100	133400	61200	"Rhynophylla alethina"
"1149"	"2020-02-29 23-37-38"	3	3	0.00055	"1.685E-2"	0.00025	0.04722	0.04777	87800	-33.27	68400	129600	61200	121200	-35.19	70300	132100	61800	85900	-26.39	72100	130300	58100	85900	-26.39	72100	130300	58100	"Rhynophylla alethina"
"1150"	"2020-02-29 23-37-38"	NA	1	4e-04	"_"	2e-04	0.00387	0.00427	85000	-36.74	76200	130000	53700	83700	-34.48	71200	130900	59600	84300	-31.08	73100	130300	57100	84300	-31.08	73100	130300	57100	"Rhynophylla alethina"
"1151"	"2020-02-29 23-37-38"	4	2	0.00055	"2.0400000000000001E-2"	0.00025	0.02427	0.02482	86800	-33.32	76500	129000	52500	85000	-35.44	70000	131200	61200	85300	-25.65	73700	129600	55900	85300	-25.65	73700	129600	55900	"Rhynophylla alethina"
"1152"	"2020-02-29 23-37-38"	4	3	5e-04	"2.215E-2"	0.00025	0.04642	0.04692	86200	-34.2	76200	129300	53100	84600	-36.2	70600	130900	60300	84600	-27.65	72800	130600	57800	84600	-27.65	72800	130600	57800	"Rhynophylla alethina"
"1153"	"2020-02-29 23-37-38"	4	4	0.00055	"1.8249999999999999E-2"	0.00025	0.06467	0.06522	86200	-35.2	75600	128700	53100	87800	-37.42	69300	131500	62100	83100	-28.91	73100	131500	58400	83100	-28.91	73100	131500	58400	"Rhynophylla alethina"
"1154"	"2020-02-29 23-53-11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Rhynophylla alethina"
"1155"	"2020-03-01 00-17-03"	NA	1	9e-04	"_"	0.00045	0.00533	0.00623	44600	-31.36	25600	60600	35000	29600	-32.49	19300	54000	34600	39000	-27.07	23400	52800	29300	39000	-27.07	23400	52800	29300	"Dermanura rava"
"1156"	"2020-03-01 00-17-03"	NA	2	0.00185	"2.0400000000000001E-2"	0.0013	0.02573	0.02758	59300	-32.33	51200	80900	29600	29600	-31.41	25000	52800	27800	41800	-23.17	36500	54000	17500	35300	-21.9	28400	50300	21800	"Dermanura rava"
"1157"	"2020-03-01 00-17-03"	NA	3	0.00135	"2.3900000000000001E-2"	0.00105	0.04963	0.05098	59000	-33.25	46500	78400	31800	33400	-32.11	23400	44300	20900	43700	-26.36	36200	52100	15900	34600	-28.02	25600	50300	24600	"Dermanura rava"
"1158"	"2020-03-01 00-17-03"	NA	1	4e-04	"_"	2e-04	0.00548	0.00588	81200	-30.77	73700	95900	22100	76500	-29.57	70300	87100	16800	78400	-27.03	70900	87500	16500	78400	-27.03	70900	87500	16500	"Dermanura rava"
"1159"	"2020-03-01 00-17-03"	NA	2	8e-04	"2.085E-2"	0.00045	0.02633	0.02713	87500	-30.23	79600	98100	18400	74300	-27.43	67800	87500	19600	79600	-21.06	71500	90000	18400	79300	-20.82	70600	88700	18100	"Dermanura rava"
"1160"	"2020-03-01 00-17-03"	NA	3	0.00055	"2.3800000000000002E-2"	3e-04	0.05013	0.05068	84000	-31.65	74600	94600	20000	74000	-29.36	65300	86200	20900	80900	-26.94	70600	90900	20300	77800	-26.48	69600	90600	20900	"Dermanura rava"
"1161"	"2020-03-01 00-17-03"	NA	1	0.00065	"_"	4e-04	0.01055	0.0112	43700	-21.62	38400	52800	14300	35900	-20.58	30000	53400	23400	40000	-16.21	35000	46200	11200	39600	-15.99	34000	44300	10300	"Dermanura rava"
"1162"	"2020-03-01 00-17-03"	NA	2	0.00115	"2.0150000000000001E-2"	0.00075	0.0307	0.03185	50900	-21.52	44300	64600	20300	35600	-21.06	27800	42100	14300	41800	-12.51	36800	51200	14300	40300	-10.74	33400	45000	11500	"Dermanura rava"
"1163"	"2020-03-01 00-17-03"	NA	3	0.001	"2.1950000000000001E-2"	7e-04	0.05265	0.05365	51800	-23.24	44300	66200	21800	35900	-22.87	25900	49300	23400	44300	-16.67	31500	54000	22500	40300	-19	26200	53400	27100	"Dermanura rava"
"1164"	"2020-03-01 00-17-03"	NA	4	8e-04	"2.1649999999999999E-2"	0.00035	0.0743	0.0751	50900	-22.76	42500	64300	21800	36200	-22.32	27500	47100	19600	45000	-17.75	31500	52100	20600	45300	-17.04	35000	52500	17500	"Dermanura rava"
"1165"	"2020-03-01 00-17-03"	NA	5	0.00025	"1.14E-2"	0.00015	0.0857	0.08595	24300	-21.99	10600	40000	29300	24000	-21.64	10600	38700	28100	24300	-20.79	10900	35600	24600	24000	-20.66	10900	36200	25300	"Dermanura rava"
"1166"	"2020-03-01 00-17-03"	NA	6	0.00015	"2.5999999999999999E-3"	5e-05	0.0883	0.08845	24300	-23.78	10300	52500	42100	20300	-23.26	10000	52100	42100	24300	-23.81	10300	52500	42100	24300	-23.81	10300	52500	42100	"Dermanura rava"
"1167"	"2020-03-01 00-17-03"	NA	1	5e-04	"_"	0.00025	0.0105	0.011	86200	-28.93	79300	99600	20300	80600	-27.1	67100	87800	20600	82500	-24.35	74600	93400	18700	82500	-24.35	74600	93400	18700	"Dermanura rava"
"1168"	"2020-03-01 00-17-03"	NA	2	0.00065	"2.0449999999999999E-2"	0.00035	0.03095	0.0316	91800	-29.61	82100	103700	21500	78400	-27.49	71200	89300	18100	84600	-23.06	74300	95600	21200	84300	-22.76	74000	94300	20300	"Dermanura rava"
"1169"	"2020-03-01 00-17-03"	NA	3	0.00035	"2.2100000000000002E-2"	2e-04	0.05305	0.0534	88700	-29.55	70000	96500	26500	82500	-29.52	69300	95000	25600	83400	-28.11	69600	95600	25900	83100	-27.62	69600	95000	25300	"Dermanura rava"
"1170"	"2020-03-01 00-17-03"	NA	4	0.00035	"2.1499999999999998E-2"	2e-04	0.07455	0.0749	87800	-28.42	74600	97800	23100	84300	-29.36	70600	94000	23400	85000	-26.81	71800	95600	23700	84300	-26.75	70300	95000	24600	"Dermanura rava"
"1171"	"2020-03-01 00-17-03"	NA	5	0.00325	"1.095E-2"	0.00035	0.0855	0.08875	25000	-27.14	9600	44000	34300	19600	-27.64	10300	52500	42100	25000	-25.53	11800	42800	30900	24000	-20.66	10900	36200	25300	"Dermanura rava"
"1172"	"2020-03-01 00-17-03"	NA	1	0.00085	"_"	5e-04	0.00651	0.00736	49600	-29.97	38400	57100	18700	34600	-25.65	29000	42100	13100	39600	-18.42	35000	45900	10900	39300	-17.43	34300	45300	10900	"Dermanura rava"
"1173"	"2020-03-01 00-17-03"	NA	1	7e-04	"_"	0.00035	0.00661	0.00731	83100	-31.7	69300	99000	29600	71200	-31.43	63100	83700	20600	78700	-22.33	69600	90300	20600	78700	-22.33	69600	90300	20600	"Dermanura rava"
"1174"	"2020-03-01 00-17-03"	NA	1	5e-04	"_"	3e-04	0.00798	0.00848	91800	-30.18	77800	119300	41500	79000	-23.67	68100	85900	17800	80000	-24.9	70300	108400	38100	79600	-23.68	70000	108100	38100	"Dermanura rava"
"1175"	"2020-03-01 00-17-03"	NA	2	0.00095	"2.3349999999999999E-2"	4e-04	0.03133	0.03228	105900	-29.25	92800	129000	36200	78400	-23.47	70300	85000	14600	91800	-19.55	78100	109600	31500	92100	-19.81	80000	114000	34000	"Dermanura rava"
"1176"	"2020-03-01 00-17-03"	NA	1	0.00055	"_"	0.00025	0.00808	0.00863	125600	-33.98	117500	146800	29300	111200	-36.14	99300	131500	32100	116800	-29.54	103400	135900	32500	116800	-29.54	103400	135900	32500	"Dermanura rava"
"1177"	"2020-03-01 00-17-03"	NA	2	0.00045	"2.375E-2"	2e-04	0.03183	0.03228	126500	-34.49	113400	142100	28700	116200	-35.26	108400	128400	20000	121200	-31.08	111200	135900	24600	121200	-31.08	111200	135900	24600	"Dermanura rava"
"1178"	"2020-03-01 00-17-03"	NA	1	0.00085	"_"	3e-04	0.00207	0.00292	113400	-27.45	95600	131800	36200	78700	-21.53	70600	93400	22800	104600	-21.1	78100	124600	46500	105000	-19.36	84600	130900	46200	"Dermanura rava"
"1179"	"2020-03-01 00-17-03"	NA	2	0.00095	"2.98E-2"	0.00025	0.03187	0.03282	106800	-25.9	95300	130300	35000	79600	-21.85	70900	90000	19000	92800	-21.51	81200	110900	29600	104000	-20.64	88400	120600	32100	"Dermanura rava"
"1180"	"2020-03-01 00-17-03"	NA	1	7e-04	"_"	0.00045	0.00232	0.00302	118400	-28.22	118400	150600	32100	113700	-32.12	101800	130900	29000	125900	-27.48	104000	142100	38100	122500	-27.04	104300	138700	34300	"Dermanura rava"
"1181"	"2020-03-01 00-17-03"	NA	2	3e-04	"3.0249999999999999E-2"	0.00015	0.03257	0.03287	123700	-34.67	103700	140000	36200	114300	-32.99	102800	129000	26200	118700	-32.16	103700	132800	29000	118700	-32.16	103700	132800	29000	"Dermanura rava"
"1182"	"2020-03-01 00-17-03"	NA	1	0.0013	"_"	0.00035	0.0136	0.0149	114300	-30.19	98700	125900	27100	79300	-23.9	67800	84000	16200	90600	-21.42	80300	105300	25000	103400	-22.66	88400	118400	30000	"Dermanura rava"
"1183"	"2020-03-01 00-17-03"	NA	1	0.00065	"_"	0.00035	0.0144	0.01505	121800	-36.65	112800	138100	25300	106800	-35.64	96500	121800	25300	116200	-30.11	102800	129600	26800	112100	-30.12	100900	128400	27500	"Dermanura rava"
"1184"	"2020-03-01 00-17-03"	NA	1	8e-04	"_"	0.00035	0.0078	0.0086	104300	-26.4	80300	122800	42500	78100	-24.18	70300	93400	23100	93100	-21.72	79000	109000	30000	93700	-21.76	81200	110000	28700	"Dermanura rava"
"1185"	"2020-03-01 00-17-03"	NA	2	9e-04	"2.7550000000000002E-2"	0.00045	0.03535	0.03625	109600	-27.71	81800	130000	48100	77100	-23.65	68400	90600	22100	91800	-18.75	77100	115000	37800	91800	-18.75	77100	115000	37800	"Dermanura rava"
"1186"	"2020-03-01 00-17-03"	NA	1	0.00015	"_"	1e-04	0.0085	0.00865	115600	-39.83	103400	138100	34600	111800	-38.89	101200	133400	32100	115600	-39.24	100900	137100	36200	113400	-38.77	101500	134300	32800	"Dermanura rava"
"1187"	"2020-03-01 00-17-03"	NA	2	0.00065	"2.7150000000000001E-2"	1e-04	0.03565	0.0363	111800	-27.99	111800	135600	23700	114300	-37.75	99600	129300	29600	120600	-34.83	101500	139300	37800	106800	-26.84	106500	136200	29600	"Dermanura rava"
"1188"	"2020-03-01 00-17-03"	NA	1	0.0013	"_"	0.00095	0.0049	0.0062	106800	-25.95	91200	125900	34600	73100	-21.85	64600	82500	17800	85900	-15.1	77500	95000	17500	78700	-14.06	71800	90000	18100	"Dermanura rava"
"1189"	"2020-03-01 00-17-03"	NA	1	8e-04	"_"	0.00045	0.0056	0.0064	123700	-32.54	101200	137100	35900	104300	-31.78	90900	114300	23400	110900	-25.36	100900	125600	24600	110000	-24.67	100300	125000	24600	"Dermanura rava"
"1190"	"2020-03-01 00-17-28"	NA	1	0.00085	"_"	0.00025	0.01371	0.01456	68100	-40.6	49300	83700	34300	47100	-38.63	36800	52500	15600	59600	-35.57	45000	77100	32100	60000	-34.73	49000	80600	31500	"Dermanura rava"
"1191"	"2020-03-01 00-17-28"	NA	2	0.0015	"2.6550000000000001E-2"	0.00035	0.04026	0.04176	70300	-38.65	59600	91200	31500	36500	-35.87	31500	48400	16800	57500	-27.14	42500	75000	32500	69600	-22.81	52800	85000	32100	"Dermanura rava"
"1192"	"2020-03-01 00-17-28"	NA	1	0.0013	"_"	9e-04	0.01391	0.01521	107800	-37.39	80300	131500	51200	75300	-34.91	62100	83700	21500	88100	-27.31	77800	103100	25300	79300	-23.71	70000	90600	20600	"Dermanura rava"
"1193"	"2020-03-01 00-17-28"	NA	2	0.00145	"2.6599999999999999E-2"	9e-04	0.04051	0.04196	119300	-38.94	86500	138100	51500	77800	-37.28	66500	92800	26200	91200	-22.4	76200	113700	37500	85000	-19.38	71500	98400	26800	"Dermanura rava"
"1194"	"2020-03-01 00-17-28"	NA	1	0.00055	"_"	0.00025	0.01456	0.01511	126800	-42.86	107100	140000	32800	110900	-41.49	95000	124000	29000	119600	-38.99	101500	134600	33100	119600	-38.99	101500	134600	33100	"Dermanura rava"
"1195"	"2020-03-01 00-17-28"	NA	2	7e-04	"2.6499999999999999E-2"	0.00035	0.04106	0.04176	114000	-34.36	114000	141200	27100	114000	-42.5	98400	136500	38100	125600	-33.92	100300	139600	39300	125600	-33.92	100300	139600	39300	"Dermanura rava"
"1196"	"2020-03-01 00-17-28"	NA	1	6e-04	"_"	3e-04	0.0064	0.007	67500	-35.14	58700	83100	24300	60000	-31.73	45600	80000	34300	63700	-25.37	53400	80900	27500	63700	-25.37	53400	80900	27500	"Dermanura rava"
"1197"	"2020-03-01 00-17-28"	NA	1	0.0015	"_"	0.0011	0.0069	0.0084	105300	-28.42	91200	120000	28700	71200	-23.55	61500	81500	20000	80600	-23.6	75000	94000	19000	78100	-16.06	69300	83100	13700	"Dermanura rava"
"1198"	"2020-03-01 00-17-28"	NA	1	9e-04	"_"	5e-04	0.0076	0.0085	126500	-41.9	113400	134600	21200	104600	-40.3	90000	120000	30000	110900	-32.16	100900	122500	21500	110300	-31.7	98700	122100	23400	"Dermanura rava"
"1199"	"2020-03-01 00-17-28"	NA	1	0.00055	"_"	2e-04	0.00834	0.00889	62800	-38.22	50900	86200	35300	59000	-38.24	44000	79000	35000	62500	-32.31	50900	81800	30900	62500	-32.46	51200	82100	30900	"Dermanura rava"
"1200"	"2020-03-01 00-17-28"	NA	2	0.0011	"2.4799999999999999E-2"	0.00025	0.03314	0.03424	65000	-39.92	54000	87500	33400	40000	-38.1	36500	48100	11500	61200	-41.31	40900	80900	40000	60600	-32.58	50600	85600	35000	"Dermanura rava"
"1201"	"2020-03-01 00-17-28"	NA	1	0.001	"_"	0.00065	0.00457	0.00557	92500	-29.48	84000	109600	25600	73700	-28.65	65000	83700	18700	80900	-23.48	74300	90900	16500	78400	-22.06	71800	87500	15600	"Dermanura rava"
"1202"	"2020-03-01 00-17-28"	NA	2	0.00095	"2.4500000000000001E-2"	6e-04	0.02907	0.03002	103400	-33.39	82100	128400	46200	79300	-26.88	69000	90000	20900	87100	-23.36	76500	97500	20900	86800	-23.35	72800	96200	23400	"Dermanura rava"
"1203"	"2020-03-01 00-17-28"	NA	1	8e-04	"_"	0.00035	0.00487	0.00567	125000	-44.84	115600	140000	24300	107800	-44.33	95900	117800	21800	118700	-39.38	104000	126500	22500	119300	-38.57	104300	129000	24600	"Dermanura rava"
"1204"	"2020-03-01 00-17-28"	NA	2	0.00055	"2.46E-2"	3e-04	0.02947	0.03002	127800	-43.65	110000	142500	32500	118700	-43.85	1e+05	129600	29600	122500	-39.28	104300	137100	32800	119600	-39.07	102100	136500	34300	"Dermanura rava"
"1205"	"2020-03-01 00-17-28"	NA	1	0.00135	"_"	0.00025	0.00955	0.0109	73100	-34.21	58700	89300	30600	43100	-31.01	36800	50300	13400	60600	-36.17	44300	81800	37500	68700	-28.82	53700	87800	34000	"Dermanura rava"
"1206"	"2020-03-01 00-17-28"	NA	2	0.00145	"3.5749999999999997E-2"	8e-04	0.0453	0.04675	61500	-34.35	46800	89000	42100	38400	-28.64	34000	44300	10300	46800	-23.81	41200	61800	20600	46200	-23.62	40300	50300	10000	"Dermanura rava"
"1207"	"2020-03-01 00-17-28"	NA	1	0.0014	"_"	0.0011	0.01005	0.01145	107100	-23.36	95600	125600	30000	77800	-19.6	68400	84300	15900	90000	-17.4	80600	96800	16200	80900	-16.08	72800	88100	15300	"Dermanura rava"
"1208"	"2020-03-01 00-17-28"	NA	2	0.00125	"3.5499999999999997E-2"	0.00065	0.04555	0.0468	107100	-23.93	81500	127800	46200	79000	-18.79	67500	83700	16200	89300	-14.78	80000	101200	21200	88400	-14.45	78100	98100	20000	"Dermanura rava"
"1209"	"2020-03-01 00-17-28"	NA	1	0.00075	"_"	4e-04	0.0109	0.01165	124600	-33.96	110000	136500	26500	106500	-33.46	91500	131200	39600	116800	-30.17	94600	128700	34000	113400	-30.18	95000	126800	31800	"Dermanura rava"
"1210"	"2020-03-01 00-17-28"	NA	2	6e-04	"3.5400000000000001E-2"	0.00035	0.0463	0.0469	121200	-33.7	100300	136200	35900	107100	-32.22	88100	120600	32500	111800	-28.37	94300	129600	35300	111800	-28.04	96500	127100	30600	"Dermanura rava"
"1211"	"2020-03-01 00-17-28"	NA	1	0.0012	"_"	8e-04	0.01119	0.01239	65900	-35.18	53400	86800	33400	40900	-29.21	37500	46800	9300	47100	-29.05	42100	60000	17800	45000	-27.83	40900	50300	9300	"Dermanura rava"
"1212"	"2020-03-01 00-17-28"	NA	2	0.0014	"2.4649999999999998E-2"	9e-04	0.03584	0.03724	74000	-33.5	55000	87800	32800	39600	-29.29	34300	45900	11500	46800	-24.58	42100	63400	21200	45600	-22.73	39600	50600	10900	"Dermanura rava"
"1213"	"2020-03-01 00-17-28"	NA	1	0.0011	"_"	8e-04	0.01179	0.01289	93700	-26.13	85900	108100	22100	78100	-22.15	68100	82800	14600	81800	-19.64	76200	91500	15300	79000	-16.25	73100	84300	11200	"Dermanura rava"
"1214"	"2020-03-01 00-17-28"	NA	2	9e-04	"2.46E-2"	5e-04	0.03639	0.03729	95600	-27.62	88100	119600	31500	77800	-23.99	71500	86500	15000	89300	-19.47	75600	97100	21500	89000	-20.23	74000	96800	22800	"Dermanura rava"
"1215"	"2020-03-01 00-17-28"	NA	1	0.00135	"_"	4e-04	0.01199	0.01334	132100	-44.37	122800	143400	20600	93700	-45.42	83100	109300	26200	118700	-40.23	101800	128700	26800	123100	-39.59	113400	137500	24000	"Dermanura rava"
"1216"	"2020-03-01 00-17-28"	NA	2	0.00055	"2.4649999999999998E-2"	3e-04	0.03664	0.03719	133700	-44.49	118100	141200	23100	127800	-43.71	114000	136200	22100	129000	-37.29	117800	139300	21500	128400	-36.9	117800	138400	20600	"Dermanura rava"
"1217"	"2020-03-01 00-17-28"	NA	1	0.0013	"_"	0.00105	0.01115	0.01245	60000	-43.91	52800	63700	10900	37800	-41.51	33100	41800	8700	45600	-46.46	38400	59000	20600	38700	-37.14	32800	46800	14000	"Dermanura rava"
"1218"	"2020-03-01 00-17-28"	NA	2	0.0014	"5.8900000000000001E-2"	0.00045	0.07005	0.07145	40000	-44.49	34000	49600	15600	28400	-40.7	22100	34300	12100	35000	-35.76	26500	40900	14300	36800	-33.12	30300	42500	12100	"Dermanura rava"
"1219"	"2020-03-01 00-17-28"	NA	1	0.00125	"_"	0.00035	0.01115	0.0124	111200	-26.06	104300	123400	19000	79600	-21.38	70300	84600	14300	93700	-21.55	81800	113100	31200	107800	-17.01	92800	120600	27800	"Dermanura rava"
"1220"	"2020-03-01 00-17-28"	NA	2	0.00085	"5.8700000000000002E-2"	0.00055	0.06985	0.0707	92800	-25.27	81800	102800	20900	74000	-25.07	64300	83700	19300	79300	-19.89	72500	92100	19600	78100	-18.18	70000	86800	16800	"Dermanura rava"
"1221"	"2020-03-01 00-17-28"	NA	1	7e-04	"_"	0.00035	0.0118	0.0125	129600	-30.56	118100	146800	28700	112100	-29.22	102100	124000	21800	122100	-23.08	108100	136200	28100	122100	-23.08	108100	136200	28100	"Dermanura rava"
"1222"	"2020-03-01 00-17-28"	NA	2	0.00085	"5.8200000000000002E-2"	5e-04	0.07	0.07085	127100	-31.79	115300	141200	25900	104000	-29.41	93100	115300	22100	114000	-22.75	103700	130300	26500	111800	-21.91	101500	126800	25300	"Dermanura rava"
"1223"	"2020-03-01 00-17-28"	NA	1	0.0017	"_"	0.00025	0.02292	0.02462	63100	-33.68	51800	84300	32500	35900	-32.33	27500	50300	22800	46500	-30.15	39000	53700	14600	60300	-24.3	54600	82100	27500	"Dermanura rava"
"1224"	"2020-03-01 00-17-28"	NA	1	0.0016	"_"	0.00045	0.02307	0.02467	118700	-20.07	106200	132800	26500	72100	-18.66	65600	81500	15900	91800	-11.3	81800	101500	19600	103700	-13.88	89600	121800	32100	"Dermanura rava"
"1225"	"2020-03-01 00-17-28"	NA	1	0.00095	"_"	0.00035	0.02382	0.02477	132500	-23.44	120900	146800	25900	104300	-25.28	97800	116200	18400	120900	-17.68	104000	133400	29300	125900	-15.97	109300	135600	26200	"Dermanura rava"
"1226"	"2020-03-01 00-29-36"	NA	1	0.001	"_"	3e-04	0.00583	0.00683	38700	-33.31	31800	49300	17500	26800	-30.01	20300	35000	14600	32500	-30.41	23100	38700	15600	35900	-28.44	28400	41500	13100	"Dermanura rosenbergi"
"1227"	"2020-03-01 00-29-36"	NA	2	0.001	"1.67E-2"	4e-04	0.02253	0.02353	39300	-33.5	33700	52100	18400	27500	-31.1	22500	38700	16200	36200	-25.56	27500	41200	13700	36500	-23.8	28100	41800	13700	"Dermanura rosenbergi"
"1228"	"2020-03-01 00-29-36"	NA	3	7e-04	"1.9199999999999998E-2"	0.00035	0.04173	0.04243	39300	-31.57	34000	49300	15300	31200	-32.97	23100	45000	21800	36200	-23.95	29000	42100	13100	36200	-23.95	29000	42100	13100	"Dermanura rosenbergi"
"1229"	"2020-03-01 00-29-36"	NA	4	0.00105	"1.9550000000000001E-2"	0.00035	0.06128	0.06233	39300	-32.3	31500	49000	17500	25300	-30.66	20900	34600	13700	35300	-27.46	24000	40300	16200	35600	-24.63	27100	41500	14300	"Dermanura rosenbergi"
"1230"	"2020-03-01 00-29-36"	NA	1	8e-04	"_"	0.00045	0.00568	0.00648	82800	-28.27	71800	95600	23700	65000	-26.16	58100	73700	15600	71200	-22.55	60900	85900	25000	71200	-22.41	60000	83700	23700	"Dermanura rosenbergi"
"1231"	"2020-03-01 00-29-36"	NA	2	8e-04	"1.6750000000000001E-2"	4e-04	0.02243	0.02323	83700	-30.52	74300	100900	26500	64600	-27.36	60000	80300	20300	73700	-21.91	62100	91800	29600	73700	-21.91	62100	91800	29600	"Dermanura rosenbergi"
"1232"	"2020-03-01 00-29-36"	NA	3	0.00075	"1.9199999999999998E-2"	3e-04	0.04163	0.04238	84300	-28.73	73700	101500	27800	64600	-28.21	58100	78100	20000	73400	-22.71	62100	93700	31500	80300	-23.36	62800	95900	33100	"Dermanura rosenbergi"
"1233"	"2020-03-01 00-29-36"	NA	4	7e-04	"1.9599999999999999E-2"	4e-04	0.06123	0.06193	83700	-28.35	69300	95300	25900	64000	-26.41	59000	74600	15600	68400	-23.71	60600	97100	36500	67800	-22.79	60000	95600	35600	"Dermanura rosenbergi"
"1234"	"2020-03-01 00-29-36"	NA	1	0.00065	"_"	0.00025	0.00588	0.00653	112800	-35.14	98400	130300	31800	88400	-35.88	82100	131500	49300	106800	-31.82	92100	135000	42800	106800	-31.28	92800	134300	41500	"Dermanura rosenbergi"
"1235"	"2020-03-01 00-29-36"	NA	2	7e-04	"1.6750000000000001E-2"	3e-04	0.02263	0.02333	111800	-34.89	100300	133400	33100	86500	-34.85	80600	131800	51200	105900	-27.78	83100	135300	52100	106200	-27.44	83700	134300	50600	"Dermanura rosenbergi"
"1236"	"2020-03-01 00-29-36"	NA	3	0.00065	"1.915E-2"	3e-04	0.04178	0.04243	112500	-35.76	99300	134000	34600	90000	-34.12	80000	132100	52100	105300	-27.55	86500	133700	47100	105300	-27.55	86500	133700	47100	"Dermanura rosenbergi"
"1237"	"2020-03-01 00-29-36"	NA	4	6e-04	"1.9699999999999999E-2"	0.00035	0.06148	0.06208	105300	-35.59	97800	125000	27100	87100	-34.7	76800	121800	45000	89000	-33.04	79300	125600	46200	88400	-32.36	78700	124000	45300	"Dermanura rosenbergi"
"1238"	"2020-03-01 00-45-12"	1	1	7e-04	"_"	0.00035	0.01913	0.01983	92100	-29.01	82800	124300	41500	92100	-30.04	80000	130300	50300	85600	-20.65	79300	122800	43400	85600	-20.65	79300	122800	43400	"Platyrrhinus helleri"
"1239"	"2020-03-01 00-45-12"	1	2	6e-04	"1.9650000000000001E-2"	0.00025	0.03878	0.03938	90300	-27.72	80300	126200	45900	90300	-29.69	78400	131200	52800	89600	-21.53	78100	130600	52500	89600	-21.19	78400	128400	50000	"Platyrrhinus helleri"
"1240"	"2020-03-01 00-45-12"	1	3	0.00045	"2.2349999999999998E-2"	2e-04	0.06113	0.06158	90000	-30.34	13700	120900	107100	90000	-31.78	11200	122100	110900	89300	-26.56	15000	120600	105600	89300	-26.56	15000	120600	105600	"Platyrrhinus helleri"
"1241"	"2020-03-01 00-45-12"	2	1	0.001	"_"	7e-04	0.00538	0.00638	90900	-30.52	77800	102100	24300	90300	-31.74	78400	110300	31800	91500	-27.51	76200	130600	54300	90300	-23.43	79300	109000	29600	"Platyrrhinus helleri"
"1242"	"2020-03-01 00-45-12"	2	2	0.00075	"1.175E-2"	3e-04	0.01713	0.01788	90900	-33.53	78700	126800	48100	89600	-29.73	79000	127800	48700	87500	-23.8	76200	130600	54300	87500	-23.76	76500	128400	51800	"Platyrrhinus helleri"
"1243"	"2020-03-01 00-45-12"	2	3	0.00065	"1.4E-2"	3e-04	0.03113	0.03178	89300	-31.49	79300	120600	41200	90000	-32.36	75600	129300	53700	83400	-24.22	77100	123700	46500	83400	-24.22	77100	123700	46500	"Platyrrhinus helleri"
"1244"	"2020-03-01 00-45-12"	2	4	0.00065	"1.515E-2"	3e-04	0.04628	0.04693	90600	-32.99	80600	116500	35900	82500	-32.8	75600	119000	43400	84300	-24.44	78100	118100	40000	84300	-24.44	78100	118100	40000	"Platyrrhinus helleri"
"1245"	"2020-03-01 00-45-12"	2	5	6e-04	"1.6E-2"	3e-04	0.06228	0.06288	88100	-33.8	9300	126500	117100	81800	-34.2	11800	132100	120300	82800	-28.41	15300	130900	115600	82800	-28.41	15300	130900	115600	"Platyrrhinus helleri"
"1246"	"2020-03-01 00-45-26"	1	1	6e-04	"_"	3e-04	0.01421	0.01481	92100	-31.19	80600	130900	50300	91200	-29.1	78700	131800	53100	90900	-24.02	79000	132800	53700	90900	-24.02	79000	132800	53700	"Platyrrhinus helleri"
"1247"	"2020-03-01 00-45-26"	1	2	0.00065	"1.925E-2"	3e-04	0.03346	0.03411	90600	-29.28	80600	131800	51200	90900	-30.98	78700	130000	51200	91200	-22.9	79000	133700	54600	91200	-22.9	79000	133700	54600	"Platyrrhinus helleri"
"1248"	"2020-03-01 00-45-26"	1	3	5e-04	"3.04E-2"	0.00025	0.06386	0.06436	88400	-31.18	79600	135600	55900	88400	-31.06	78700	136200	57500	114300	-26.3	78400	135900	57500	114300	-26.3	78400	135900	57500	"Platyrrhinus helleri"
"1249"	"2020-03-01 00-45-43"	1	1	0.00085	"_"	4e-04	0.00661	0.00746	96800	-32.63	85000	127500	42500	91800	-33.36	79300	127800	48400	89600	-28.48	78700	129300	50600	89600	-28.48	78700	129300	50600	"Platyrrhinus helleri"
